filename,x,y,z
Synthetic\s_EM_t_EM\EM_40434_m68.jpg,-1.1990821,7.6224494,2.382308
Synthetic\s_EM_t_EM\EM_40473_m101.jpg,-1.8668815,7.205491,2.6651857
Synthetic\s_EM_t_EM\EM_40492_m159.jpg,0.33240488,7.595834,1.813826
Synthetic\s_EM_t_EM\EM_40510_m1.jpg,-1.7978361,7.103366,2.586849
Synthetic\s_EM_t_EM\EM_4058_m3.jpg,1.398281,8.367953,0.87681407
Synthetic\s_EM_t_EM\EM_43680_m93.jpg,1.0817299,7.984884,1.5976864
Synthetic\s_EM_t_EM\EM_43693_m132.jpg,0.493665,7.9925733,1.8637633
Synthetic\s_EM_t_EM\EM_44116_m125.jpg,1.0915506,7.854892,1.2589818
Synthetic\s_EM_t_EM\EM_44121_m48.jpg,-0.75214314,7.5369606,2.183578
Synthetic\s_EM_t_EM\EM_44126_m56.jpg,-1.2536559,7.5139623,2.4170735
Synthetic\s_EM_t_EM\EM_45181_m89.jpg,0.031698555,7.8292994,1.4536946
Synthetic\s_EM_t_EM\EM_45189_m50.jpg,1.1244648,7.930601,1.4803493
Synthetic\s_EM_t_EM\EM_45190_m23.jpg,-1.1618882,7.378731,2.1951668
Synthetic\s_EM_t_EM\EM_45193_m113.jpg,-1.6284404,7.0317636,2.1290538
Synthetic\s_EM_t_EM\EM_45246_m18.jpg,1.0593007,8.168304,1.4554406
Synthetic\s_EM_t_EM\EM_4547_m121.jpg,-1.4878423,7.244042,2.7657528
Synthetic\s_EM_t_EM\EM_4586_m30.jpg,-0.020372992,7.8104157,1.7567413
Synthetic\s_EM_t_EM\EM_46168_m22.jpg,1.5663655,8.413191,1.2061654
Synthetic\s_EM_t_EM\EM_46180_m122.jpg,1.029642,7.79354,1.2278723
Synthetic\s_EM_t_EM\EM_46225_m70.jpg,-0.7203152,7.537574,2.3674395
Synthetic\s_EM_t_EM\EM_46322_m33.jpg,-1.7766156,7.094353,2.5788457
Synthetic\s_EM_t_EM\EM_46326_m148.jpg,-1.5935553,6.441484,2.5291715
Synthetic\s_EM_t_EM\EM_46895_m117.jpg,-1.0827391,6.8024435,2.1996214
Synthetic\s_EM_t_EM\EM_46961_m78.jpg,1.5501553,8.224288,1.517831
Synthetic\s_EM_t_EM\EM_46991_m90.jpg,1.1355598,7.8757443,1.7478197
Synthetic\s_EM_t_EM\EM_47032_m47.jpg,1.372807,8.339472,0.79688495
Synthetic\s_EM_t_EM\EM_4760_m45.jpg,-1.7614679,6.8474946,2.966032
Synthetic\s_EM_t_EM\EM_4765_m65.jpg,-1.8778052,6.879993,2.947059
Synthetic\s_EM_t_EM\EM_4786_m115.jpg,-1.0156599,7.2239156,2.610013
Synthetic\s_EM_t_EM\EM_49824_m143.jpg,1.4372799,7.872087,1.2609581
Synthetic\s_EM_t_EM\EM_5172_m77.jpg,1.0994531,8.153503,1.5676068
Synthetic\s_EM_t_EM\EM_54300_m15.jpg,0.8365739,7.830568,1.0819569
Synthetic\s_EM_t_EM\EM_56078_m42.jpg,1.4529697,8.299752,0.81889665
Synthetic\s_EM_t_EM\EM_56079_m165.jpg,0.56328756,7.6928177,2.1509113
Synthetic\s_EM_t_EM\EM_56117_m85.jpg,0.97975767,7.8639245,1.9099969
Synthetic\s_EM_t_EM\EM_56137_m157.jpg,1.411321,8.385769,1.0365036
Synthetic\s_EM_t_EM\EM_56142_m131.jpg,1.1939906,7.79454,1.2931266
Synthetic\s_EM_t_EM\EM_56143_m76.jpg,1.122543,7.870826,1.8756353
Synthetic\s_EM_t_EM\EM_57438_m40.jpg,-1.0476156,7.3877096,2.0485988
Synthetic\s_EM_t_EM\EM_57448_m38.jpg,1.0531863,7.9848914,1.1817513
Synthetic\s_EM_t_EM\EM_58069_m108.jpg,0.001135765,7.408544,1.9651325
Synthetic\s_EM_t_EM\EM_58098_m156.jpg,1.637473,8.194675,0.9450784
Synthetic\s_EM_t_EM\EM_58134_m53.jpg,1.134689,7.886468,1.3982017
Synthetic\s_EM_t_EM\EM_58916_m103.jpg,-1.4121723,7.1683936,2.7532978
Synthetic\s_EM_t_EM\EM_58965_m19.jpg,1.0925736,7.728454,1.6735158
Synthetic\s_EM_t_EM\EM_59832_m28.jpg,-2.067464,7.038768,2.6913836
Synthetic\s_EM_t_EM\EM_59846_m46.jpg,-0.66949415,7.632137,2.2923381
Synthetic\s_EM_t_EM\EM_59869_m12.jpg,0.9906434,7.84558,1.7735021
Synthetic\s_EM_t_EM\EM_59901_m152.jpg,-0.9517487,7.6105556,2.422452
Synthetic\s_EM_t_EM\EM_60217_m74.jpg,1.450405,8.155838,1.5668751
Synthetic\s_EM_t_EM\EM_60371_m27.jpg,-1.7980279,7.0269527,3.0003014
Synthetic\s_EM_t_EM\EM_6066_m29.jpg,-1.5225765,6.85997,2.8582306
Synthetic\s_EM_t_EM\EM_6099_m25.jpg,-0.36998215,6.3400645,2.0491676
Synthetic\s_EM_t_EM\EM_61645_m151.jpg,1.441562,8.332861,1.0339249
Synthetic\s_EM_t_EM\EM_61670_m112.jpg,1.466056,8.311646,1.2871399
Synthetic\s_EM_t_EM\EM_61674_m133.jpg,1.5212601,8.206216,1.2012516
Synthetic\s_EM_t_EM\EM_61677_m105.jpg,0.036008213,7.463518,2.1495075
Synthetic\s_EM_t_EM\EM_61998_m81.jpg,-1.334985,7.278127,2.1646404
Synthetic\s_EM_t_EM\EM_62023_m124.jpg,0.35741282,8.0708275,1.4398682
Synthetic\s_EM_t_EM\EM_62024_m130.jpg,-0.94036525,7.1117263,2.2344253
Synthetic\s_EM_t_EM\EM_62163_m83.jpg,0.3588986,8.045132,1.814952
Synthetic\s_EM_t_EM\EM_62164_m55.jpg,-1.262454,6.771746,2.6595738
Synthetic\s_EM_t_EM\EM_62685_m32.jpg,-1.9542124,7.116016,2.8522253
Synthetic\s_EM_t_EM\EM_63236_m142.jpg,0.9956497,7.7182736,1.8391045
Synthetic\s_EM_t_EM\EM_63237_m155.jpg,1.4402424,8.350593,1.2199304
Synthetic\s_EM_t_EM\EM_63251_m52.jpg,0.69501185,7.9923906,1.8289819
Synthetic\s_EM_t_EM\EM_63682_m61.jpg,-0.2840918,7.739829,2.2153053
Synthetic\s_EM_t_EM\EM_63699_m73.jpg,0.8146917,7.9798765,1.6873072
Synthetic\s_EM_t_EM\EM_63768_m16.jpg,1.37139,7.8130603,1.569527
Synthetic\s_EM_t_EM\EM_63792_m37.jpg,1.6946753,7.7501945,1.9086766
Synthetic\s_EM_t_EM\EM_63796_m154.jpg,1.7864125,7.778128,1.8678893
Synthetic\s_EM_t_EM\EM_63898_m110.jpg,0.08664011,7.661545,1.9085432
Synthetic\s_EM_t_EM\EM_63924_m64.jpg,0.4109482,7.580251,1.8605865
Synthetic\s_EM_t_EM\EM_63942_m140.jpg,1.2097265,8.271863,0.9405079
Synthetic\s_EM_t_EM\EM_63965_m116.jpg,-0.9521907,7.4061255,2.5267217
Synthetic\s_EM_t_EM\EM_63967_m11.jpg,0.42065966,7.514462,1.9733884
Synthetic\s_EM_t_EM\EM_63968_m17.jpg,0.6244648,7.5993757,2.1466916
Synthetic\s_EM_t_EM\EM_63971_m138.jpg,-0.056833163,7.7145524,1.699764
Synthetic\s_EM_t_EM\EM_63976_m126.jpg,-0.18812628,7.859062,2.0153944
Synthetic\s_EM_t_EM\EM_63993_m160.jpg,0.76753014,7.5564733,1.092721
Synthetic\s_EM_t_EM\EM_64030_m84.jpg,1.3979291,7.7733283,1.5458581
Synthetic\s_EM_t_EM\EM_64253_m144.jpg,-1.0045992,7.443247,2.2402115
Synthetic\s_EM_t_EM\EM_64442_m57.jpg,1.559831,8.383162,1.3295971
Synthetic\s_EM_t_EM\EM_64472_m166.jpg,1.6460336,8.4257765,1.2322876
Synthetic\s_EM_t_EM\EM_64511_m109.jpg,-1.6184518,7.30407,2.4809797
Synthetic\s_EM_t_EM\EM_64528_m59.jpg,-1.0977674,7.47727,2.1321292
Synthetic\s_EM_t_EM\EM_64653_m104.jpg,-1.9177662,7.0669928,2.5594563
Synthetic\s_EM_t_EM\EM_64655_m129.jpg,-1.7502046,7.1006393,2.8427684
Synthetic\s_EM_t_EM\EM_64662_m88.jpg,-1.8939103,6.9667435,2.9943695
Synthetic\s_EM_t_EM\EM_64667_m13.jpg,-0.2860384,7.2850266,1.5844102
Synthetic\s_EM_t_EM\EM_64680_m119.jpg,-1.6296468,6.9839873,3.0497127
Synthetic\s_EM_t_EM\EM_64684_m66.jpg,-1.7096624,7.1998987,2.467226
Synthetic\s_EM_t_EM\EM_65316_m72.jpg,-1.6034433,7.460698,2.3976855
Synthetic\s_EM_t_EM\EM_65380_m127.jpg,-0.66792244,7.298916,2.4606743
Synthetic\s_EM_t_EM\EM_65442_m168.jpg,2.0775743,8.210399,1.5951945
Synthetic\s_EM_t_EM\EM_65455_m114.jpg,1.2945426,7.890953,1.9085824
Synthetic\s_EM_t_EM\EM_65461_m24.jpg,1.191811,7.9676423,1.7707696
Synthetic\s_EM_t_EM\EM_65475_m31.jpg,1.7267525,7.9995985,1.4486556
Synthetic\s_EM_t_EM\EM_65478_m128.jpg,1.5235053,8.087442,1.0060569
Synthetic\s_EM_t_EM\EM_65571_m41.jpg,-1.7384244,7.203133,2.3292649
Synthetic\s_EM_t_EM\EM_65578_m161.jpg,-0.764648,7.553719,2.2147193
Synthetic\s_EM_t_EM\EM_66068_m100.jpg,0.6844096,7.7963142,2.1128263
Synthetic\s_EM_t_EM\EM_66138_m147.jpg,1.2895724,8.028694,1.8714893
Synthetic\s_EM_t_EM\EM_6704_m123.jpg,-0.8716513,7.45091,2.570385
Synthetic\s_EM_t_EM\EM_67137_m150.jpg,1.1020312,7.723855,1.9535352
Synthetic\s_EM_t_EM\EM_67142_m71.jpg,1.481508,7.808999,1.4894431
Synthetic\s_EM_t_EM\EM_67201_m153.jpg,-1.9084977,7.108676,2.9087021
Synthetic\s_EM_t_EM\EM_67251_m149.jpg,-0.8238768,7.6033773,2.3094275
Synthetic\s_EM_t_EM\EM_67259_m63.jpg,-1.354532,7.068749,2.431452
Synthetic\s_EM_t_EM\EM_67262_m5.jpg,0.56426245,8.08651,1.5011617
Synthetic\s_EM_t_EM\EM_67276_m111.jpg,-1.119109,7.158802,1.9940343
Synthetic\s_EM_t_EM\EM_67388_m162.jpg,-1.9803493,7.0416265,2.9192045
Synthetic\s_EM_t_NW\EM_22986_SE_6000_m62.jpg,-0.7914749,6.0961695,1.985841
Synthetic\s_EM_t_NW\NW_10423_NW_m40.jpg,2.0128071,6.050021,1.2254605
Synthetic\s_EM_t_NW\NW_10423_SE_m167.jpg,-0.55234724,5.769151,1.8974406
Synthetic\s_EM_t_NW\NW_12750_NW_m17.jpg,0.27587342,5.9953938,1.5734055
Synthetic\s_EM_t_NW\NW_12750_SE_m25.jpg,-1.0357773,5.273913,1.6130282
Synthetic\s_EM_t_NW\NW_12992_NW_m4.jpg,1.5225923,8.244335,0.9189726
Synthetic\s_EM_t_NW\NW_12992_SE_m138.jpg,0.42315048,7.2625284,1.137361
Synthetic\s_EM_t_NW\NW_12993_NW_6000_m84.jpg,-1.5469083,6.807719,2.4915717
Synthetic\s_EM_t_NW\NW_13027_SE_6000_m79.jpg,0.5470702,5.828091,1.6255418
Synthetic\s_EM_t_NW\NW_13080_NW_m29.jpg,0.6639008,5.8656406,1.5479182
Synthetic\s_EM_t_NW\NW_13080_SE_m56.jpg,-0.21570352,6.9910526,2.013658
Synthetic\s_EM_t_NW\NW_13097_NW_m147.jpg,0.40293202,7.2326064,1.0853603
Synthetic\s_EM_t_NW\NW_13097_SE_m31.jpg,0.6780935,6.00509,1.252869
Synthetic\s_EM_t_NW\NW_15620_NW_m142.jpg,-0.77563584,5.492044,1.9752463
Synthetic\s_EM_t_NW\NW_15666_SE_m50.jpg,0.2882012,5.551437,1.9603859
Synthetic\s_EM_t_NW\NW_15677_NW_m171.jpg,0.36860183,6.177243,1.4916518
Synthetic\s_EM_t_NW\NW_15677_SE_m157.jpg,-0.005597365,5.8461523,1.6641519
Synthetic\s_EM_t_NW\NW_16774_NW_6000_m88.jpg,-0.38518766,5.7202115,1.7780565
Synthetic\s_EM_t_NW\NW_17302_NW_m168.jpg,1.0109777,5.5691013,1.1803817
Synthetic\s_EM_t_NW\NW_17302_SE_6000_m72.jpg,0.3903453,6.1821933,1.6527101
Synthetic\s_EM_t_NW\NW_17302_SE_m159.jpg,1.7373245,6.624006,0.81869805
Synthetic\s_EM_t_NW\NW_19545_NW_6000_m9.jpg,-1.5102589,6.923069,2.9717624
Synthetic\s_EM_t_NW\NW_19683_NW_m18.jpg,0.91022617,6.0181165,1.706142
Synthetic\s_EM_t_NW\NW_19683_SE_6000_m94.jpg,1.5740554,7.0093937,1.2025651
Synthetic\s_EM_t_NW\NW_19683_SE_m41.jpg,0.7909633,5.819309,1.5105873
Synthetic\s_EM_t_NW\NW_19728_NW_m59.jpg,-0.2814081,5.5932508,2.1662538
Synthetic\s_EM_t_NW\NW_19728_SE_6000_m74.jpg,0.92351305,5.813857,1.8489008
Synthetic\s_EM_t_NW\NW_19756_NW_m23.jpg,1.6843513,6.906656,1.5432811
Synthetic\s_EM_t_NW\NW_19756_SE_m161.jpg,1.0046982,5.4517684,1.445705
Synthetic\s_EM_t_NW\NW_20393_NW_m162.jpg,0.8340429,5.280441,1.5597198
Synthetic\s_EM_t_NW\NW_20393_SE_m42.jpg,-0.36129606,6.696602,1.8289547
Synthetic\s_EM_t_NW\NW_20403_NW_6000_m97.jpg,0.61195785,5.307209,1.4283692
Synthetic\s_EM_t_NW\NW_20639_NW_6000_m70.jpg,1.707432,7.021822,0.97187793
Synthetic\s_EM_t_NW\NW_20683_NW_m34.jpg,-1.1691005,5.3464394,1.6824775
Synthetic\s_EM_t_NW\NW_20683_SE_m38.jpg,0.8067282,5.990414,1.0928574
Synthetic\s_EM_t_NW\NW_20684_NW_6000_m91.jpg,-0.6425094,6.3949904,2.0242288
Synthetic\s_EM_t_NW\NW_22811_NW_m43.jpg,-0.63460726,5.672997,2.055003
Synthetic\s_EM_t_NW\NW_22811_SE_m153.jpg,-0.70400935,5.8583364,1.8760856
Synthetic\s_EM_t_NW\NW_23842_NW_m139.jpg,1.3445042,6.1411586,0.79359496
Synthetic\s_EM_t_NW\NW_23842_SE_6000_m71.jpg,-1.0336947,5.271883,1.5744528
Synthetic\s_EM_t_NW\NW_24832_NW_m35.jpg,1.5472308,7.4237094,1.108564
Synthetic\s_EM_t_NW\NW_24832_SE_m27.jpg,0.5125213,7.9572997,1.2433273
Synthetic\s_EM_t_NW\NW_24840_NW_6000_m87.jpg,-0.5800845,6.5960255,1.7405343
Synthetic\s_EM_t_NW\NW_24841_NW_m140.jpg,1.5733813,6.681494,1.0339255
Synthetic\s_EM_t_NW\NW_24843_SE_m148.jpg,-0.51546735,6.043732,1.9841392
Synthetic\s_EM_t_NW\NW_24905_NW_m152.jpg,1.4077944,6.4345384,1.060967
Synthetic\s_EM_t_NW\NW_24905_SE_m170.jpg,0.74666184,5.207469,1.3486025
Synthetic\s_EM_t_NW\NW_25461_SE_m54.jpg,-0.7241063,6.082876,1.9009292
Synthetic\s_EM_t_NW\NW_25551_NW_m48.jpg,1.3569984,8.090578,1.5918839
Synthetic\s_EM_t_NW\NW_25551_SE_m19.jpg,-1.7177706,6.509631,2.5262735
Synthetic\s_EM_t_NW\NW_27125_NW_6000_m78.jpg,1.8170955,6.29872,1.2429123
Synthetic\s_EM_t_NW\NW_27142_NW_m20.jpg,1.734006,5.976297,1.1106875
Synthetic\s_EM_t_NW\NW_28426_NW_m158.jpg,-1.6914014,6.344737,2.1198854
Synthetic\s_EM_t_NW\NW_28426_SE_m45.jpg,-1.8711457,6.9131513,3.029895
Synthetic\s_EM_t_NW\NW_28457_SE_m144.jpg,-0.48652583,5.4116144,1.4756827
Synthetic\s_EM_t_NW\NW_28470_NW_m24.jpg,1.5220628,6.1880646,0.87490433
Synthetic\s_EM_t_NW\NW_28537_NW_m33.jpg,-0.6224197,6.6128097,1.6892421
Synthetic\s_EM_t_NW\NW_28537_SE_m163.jpg,0.4675187,5.7558107,1.6833149
Synthetic\s_EM_t_NW\NW_28591_NW_m53.jpg,-1.1967643,5.979637,2.303974
Synthetic\s_EM_t_NW\NW_28591_SE_m2.jpg,0.49056914,6.773602,0.9668575
Synthetic\s_EM_t_NW\NW_29757_NW_6000_m73.jpg,0.488519,6.197514,1.0278047
Synthetic\s_EM_t_NW\NW_29757_NW_m155.jpg,2.365962,5.8270845,1.0928969
Synthetic\s_EM_t_NW\NW_29757_SE_m146.jpg,-0.10036885,5.781064,1.6859055
Synthetic\s_EM_t_NW\NW_29779_SE_m44.jpg,-1.026133,6.0173817,1.8840882
Synthetic\s_EM_t_NW\NW_29785_NW_m160.jpg,0.58478075,6.331098,1.0244308
Synthetic\s_EM_t_NW\NW_29785_SE_6000_m89.jpg,-1.7685103,6.312202,2.12904
Synthetic\s_EM_t_NW\NW_29785_SE_m57.jpg,-0.7105225,5.976234,2.1041408
Synthetic\s_EM_t_NW\NW_29877_NW_m145.jpg,-1.0695498,5.410285,1.7512242
Synthetic\s_EM_t_NW\NW_29903_NW_6000_m6.jpg,-0.07045136,5.57155,1.6876347
Synthetic\s_EM_t_NW\NW_29903_SE_m52.jpg,-0.69143903,5.6877813,1.8830329
Synthetic\s_EM_t_NW\NW_30562_NW_m16.jpg,1.4781481,6.165707,0.9014896
Synthetic\s_EM_t_NW\NW_32049_NW_m51.jpg,-1.6810046,6.634773,2.5789416
Synthetic\s_EM_t_NW\NW_32049_SE_m137.jpg,-0.5874577,5.844209,1.9708928
Synthetic\s_EM_t_NW\NW_32082_SE_m5.jpg,1.9804368,6.4268303,1.0019157
Synthetic\s_EM_t_NW\NW_32144_NW_6000_m8.jpg,-0.82296515,5.8980517,1.57902
Synthetic\s_EM_t_NW\NW_32144_SE_6000_m60.jpg,1.4450643,6.2951555,0.8652711
Synthetic\s_EM_t_NW\NW_32152_NW_m36.jpg,0.63785505,6.154192,1.0003613
Synthetic\s_EM_t_NW\NW_32152_SE_m39.jpg,0.44781664,6.208571,0.9459764
Synthetic\s_EM_t_NW\NW_32183_NW_6000_m63.jpg,0.8358393,6.360176,1.0284866
Synthetic\s_EM_t_NW\NW_34135_NW_m164.jpg,0.67026794,6.067428,1.4301326
Synthetic\s_EM_t_NW\NW_34135_SE_m3.jpg,0.69153655,6.1378145,1.4406524
Synthetic\s_EM_t_NW\NW_36309_m100.jpg,-1.9041604,6.849078,2.8723764
Synthetic\s_EM_t_NW\NW_36330_m107.jpg,-1.5750012,6.3204627,2.368383
Synthetic\s_EM_t_NW\NW_36336_m104.jpg,0.18598732,6.085113,1.881137
Synthetic\s_EM_t_NW\NW_36341_m114.jpg,-0.6628592,5.428219,1.5023077
Synthetic\s_EM_t_NW\NW_36541_SE_m172.jpg,-1.6602918,6.5667663,2.6151767
Synthetic\s_EM_t_NW\NW_36768_NW_6000_m90.jpg,1.1890216,6.244247,0.80531543
Synthetic\s_EM_t_NW\NW_3692_SE_m46.jpg,1.1738088,5.9868217,0.936523
Synthetic\s_EM_t_NW\NW_38469_NW_m37.jpg,0.074074596,5.9888053,1.9429059
Synthetic\s_EM_t_NW\NW_4042_NW_6000_m92.jpg,0.656712,6.040736,1.396122
Synthetic\s_EM_t_NW\NW_40718_NW_6000_m77.jpg,1.7773169,6.965645,1.4240961
Synthetic\s_EM_t_NW\NW_40718_NW_m32.jpg,-0.32765824,6.2804055,2.0407162
Synthetic\s_EM_t_NW\NW_4109_NW_m21.jpg,1.5290349,7.394049,0.95007104
Synthetic\s_EM_t_NW\NW_4213_NW_6000_m67.jpg,0.14026156,5.988086,2.1186175
Synthetic\s_EM_t_NW\NW_4213_SE_6000_m7.jpg,0.46829736,7.755671,1.2836307
Synthetic\s_EM_t_NW\NW_4251_NW_m143.jpg,0.2552433,5.964579,2.0449815
Synthetic\s_EM_t_NW\NW_4251_SE_m149.jpg,0.11342278,6.168264,1.8442326
Synthetic\s_EM_t_NW\NW_4259_NW_m26.jpg,1.4326218,6.139677,0.7887662
Synthetic\s_EM_t_NW\NW_43350_m110.jpg,-0.8489095,5.5199814,1.9702259
Synthetic\s_EM_t_NW\NW_43360_m129.jpg,-0.39054084,6.1404347,1.9993504
Synthetic\s_EM_t_NW\NW_43365_m131.jpg,0.3940013,6.09919,2.0943644
Synthetic\s_EM_t_NW\NW_45667_SE_m49.jpg,-0.7617036,6.170987,1.9526299
Synthetic\s_EM_t_NW\NW_46640_NW_m22.jpg,-1.4843638,6.6772933,2.7687635
Synthetic\s_EM_t_NW\NW_46640_SE_m14.jpg,1.7537916,6.590501,1.1495819
Synthetic\s_EM_t_NW\NW_47170_NW_m30.jpg,-0.7457185,5.8114285,1.6061625
Synthetic\s_EM_t_NW\NW_47170_SE_m15.jpg,-0.53479755,5.933323,1.570046
Synthetic\s_EM_t_NW\NW_47185_SE_6000_m86.jpg,-1.878618,6.4132934,2.2395887
Synthetic\s_EM_t_NW\NW_47197_NW_m28.jpg,0.81577784,7.710294,1.3372346
Synthetic\s_EM_t_NW\NW_47197_SE_m58.jpg,1.191844,6.054159,0.89718926
Synthetic\s_EM_t_NW\NW_48057_m126.jpg,-0.4488752,5.6472216,1.9017285
Synthetic\s_EM_t_NW\NW_48078_m10.jpg,-0.09883624,6.183027,1.940541
Synthetic\s_EM_t_NW\NW_48080_m122.jpg,1.1964282,6.2460585,1.4504296
Synthetic\s_EM_t_NW\NW_48082_m108.jpg,2.14604,6.1565075,1.3776882
Synthetic\s_EM_t_NW\NW_48106_m106.jpg,-0.18179353,5.594774,1.59603
Synthetic\s_EM_t_NW\NW_48880_NW_6000_m64.jpg,2.6066027,6.7259717,1.9141384
Synthetic\s_EM_t_NW\NW_48886_NW_6000_m81.jpg,-0.5775801,5.7380676,2.142036
Synthetic\s_EM_t_NW\NW_48886_SE_6000_m96.jpg,0.7759459,5.9965396,1.4458585
Synthetic\s_EM_t_NW\NW_48886_SE_m166.jpg,0.7765912,5.938437,1.304448
Synthetic\s_EM_t_NW\NW_48890_NW_m136.jpg,1.8150629,6.3589845,0.9535314
Synthetic\s_EM_t_NW\NW_48890_SE_m156.jpg,1.6983179,6.0259533,1.0593905
Synthetic\s_EM_t_NW\NW_50250_NW_m151.jpg,0.355056,5.601355,1.8954313
Synthetic\s_EM_t_NW\NW_50250_SE_m165.jpg,-0.36153346,5.753663,2.2887685
Synthetic\s_EM_t_NW\NW_50263_NW_m55.jpg,-0.004110757,5.5013223,1.8664343
Synthetic\s_EM_t_NW\NW_50263_SE_6000_m68.jpg,0.7467712,5.997073,1.8087347
Synthetic\s_EM_t_NW\NW_50263_SE_m141.jpg,0.7509702,5.671283,1.44347
Synthetic\s_EM_t_NW\NW_50267_NW_m47.jpg,0.14227,5.959152,1.8032279
Synthetic\s_EM_t_NW\NW_50267_SE_m169.jpg,1.705747,6.802312,1.0199828
Synthetic\s_EM_t_NW\NW_51262_m134.jpg,2.632761,6.7985563,1.9955109
Synthetic\s_EM_t_NW\NW_51264_m127.jpg,2.6822724,6.7604194,1.9914241
Synthetic\s_EM_t_NW\NW_51274_m115.jpg,2.6580646,6.794591,2.005862
Synthetic\s_EM_t_NW\NW_52312_NW_6000_m65.jpg,0.49893454,5.588055,1.864909
Synthetic\s_EM_t_NW\NW_52330_m111.jpg,0.33392578,5.4272113,1.2596642
Synthetic\s_EM_t_NW\NW_52333_m101.jpg,1.8200647,6.2875495,1.1137909
Synthetic\s_EM_t_NW\NW_53369_SE_6000_m95.jpg,1.865236,6.375553,1.2130117
Synthetic\s_EM_t_NW\NW_53568_NW_6000_m66.jpg,1.5977807,7.094595,0.9518021
Synthetic\s_EM_t_NW\NW_53692_SE_6000_m75.jpg,-1.1901897,5.7713556,1.9558202
Synthetic\s_EM_t_NW\NW_53766_NW_6000_m83.jpg,-0.62317115,6.5070395,2.091097
Synthetic\s_EM_t_NW\NW_53767_SE_6000_m93.jpg,0.4382595,6.674753,0.9779924
Synthetic\s_EM_t_NW\NW_53782_NW_6000_m69.jpg,-1.8342762,7.3939996,2.397298
Synthetic\s_EM_t_NW\NW_53829_SE_6000_m80.jpg,-0.19826058,6.5810494,1.4343278
Synthetic\s_EM_t_NW\NW_54271_m130.jpg,-0.72454333,6.4047627,2.0897348
Synthetic\s_EM_t_NW\NW_54930_SE_6000_m61.jpg,2.683152,6.716242,2.0113816
Synthetic\s_EM_t_NW\NW_56647_SE_6000_m82.jpg,12.034321,5.358839,2.0444305
Synthetic\s_EM_t_NW\NW_59980_SE_6000_m85.jpg,-1.1480645,6.168082,2.6881146
Synthetic\s_EM_t_NW\NW_60276_NW_6000_m76.jpg,1.5650373,6.2407126,1.209164
Synthetic\s_EM_t_NW\NW_60314_NW_6000_m99.jpg,-1.0229625,6.44484,2.63989
Synthetic\s_EM_t_NW\NW_60763_m132.jpg,-0.715311,5.65967,2.019109
Synthetic\s_EM_t_NW\NW_61131_NW_6000_m98.jpg,1.8723538,5.8721294,1.8345786
Synthetic\s_EM_t_NW\NW_61338_m124.jpg,0.99466103,6.2217474,1.3819687
Synthetic\s_EM_t_NW\NW_61732_m133.jpg,-1.5264559,6.3252487,2.6307614
Synthetic\s_EM_t_NW\NW_61754_m119.jpg,-0.81419384,6.5672555,2.0660458
Synthetic\s_EM_t_NW\NW_61772_m1.jpg,0.3053079,6.6695786,1.0188137
Synthetic\s_EM_t_NW\NW_61775_m103.jpg,-1.6227646,6.400984,2.7354827
Synthetic\s_EM_t_NW\NW_62377_m116.jpg,-1.0902566,6.0299716,1.8090806
Synthetic\s_EM_t_NW\NW_62442_m11.jpg,-0.52342904,5.8294764,1.9998624
Synthetic\s_EM_t_NW\NW_62489_m109.jpg,-0.06692253,5.8119454,1.6734617
Synthetic\s_EM_t_NW\NW_62514_m12.jpg,-1.3803606,6.152376,2.4856691
Synthetic\s_EM_t_NW\NW_62531_m13.jpg,-0.43864247,5.5592575,1.7211818
Synthetic\s_EM_t_NW\NW_62573_m121.jpg,-0.46728462,5.810481,1.3579488
Synthetic\s_EM_t_NW\NW_62586_m125.jpg,-0.5805256,5.6267858,1.9426295
Synthetic\s_EM_t_NW\NW_62627_m135.jpg,-0.7604366,5.8893585,1.9568697
Synthetic\s_EM_t_NW\NW_62977_m128.jpg,1.4374661,6.2920136,1.2188647
Synthetic\s_EM_t_NW\NW_62980_m123.jpg,0.38769752,6.1311383,2.0775588
Synthetic\s_EM_t_NW\NW_62981_m102.jpg,-0.5082817,5.884595,2.305469
Synthetic\s_EM_t_NW\NW_63030_m117.jpg,-0.2648099,5.7390976,1.7378895
Synthetic\s_EM_t_NW\NW_63057_m0.jpg,-0.39681578,5.4552245,2.1065161
Synthetic\s_EM_t_NW\NW_63197_m118.jpg,1.6693456,7.007317,1.2059181
Synthetic\s_EM_t_NW\NW_64877_m113.jpg,-1.3277025,5.9702067,2.1877408
Synthetic\s_EM_t_NW\NW_64894_m120.jpg,-0.8931363,5.9681907,1.8189696
Synthetic\s_EM_t_NW\NW_64913_m105.jpg,-1.898944,6.3832164,2.2311308
Synthetic\s_EM_t_NW\NW_64969_m112.jpg,-1.6237947,6.201101,1.9716347
Synthetic\s_EM_t_NW\NW_8967_NW_m150.jpg,-1.7040101,6.64504,2.802015
Synthetic\s_EM_t_NW\NW_8967_SE_m154.jpg,0.8447036,6.2345376,1.028416
Synthetic\s_EM_t_SW\SW_11781_m47.jpg,-1.8008898,6.781905,2.9890132
Synthetic\s_EM_t_SW\SW_1180_m30.jpg,-0.8846183,5.491513,2.3548288
Synthetic\s_EM_t_SW\SW_11859_m17.jpg,1.2654063,7.3451514,1.0272396
Synthetic\s_EM_t_SW\SW_11986_m69.jpg,-1.3249094,6.785537,2.878673
